"This leaderboard is the average results of 40 runs done between 1,433 competitors. (After many handshake, kingmaker, minion, and random.seed manipulators had been removed.)",,,,,,,,,,,,,,
"More improvements: For these runs, the order in which the 1v1s were conducted was also randomized, just in case there were any lingering effects between game-to-game (there shouldn't be, but I just wanted to be safe)",,,,,,,,,,,,,,
THIS LEADERBOARD IS NOT FINALIZED!,,,,,,,,,,,,,,
ID,Rank,Author,Strategy name,Passed sanity check? (no crash),Trial count,Average of (SCORE*100),95% margin of error of (SCORE*100),Stdev of (SCORE*100),% turns cooperated (equal weight to each game regardless of game length),% coop rate stdev across diff opponents,Days after announcement submitted,Non-empty lines of code,"Runtime against 9 defaults (in ms) (~2,250 runs)",A/B branch
userStrats.s1170,#1302,abcblahblah,LogicalPrisoner.py,TRUE,40,186.858,±0.329,89.827,32.805,28.284,6.5328,25,131.265,0
userStrats.s1230,#1303,Tryn,Moriarty.py,TRUE,40,186.572,±0.222,98.067,26.172,16.511,6.73603,119,462.608,0
userStrats.s521,#1304,AK2457,2-in-a-row Swap.py,TRUE,40,186.189,±0.109,84.885,33.523,30.095,2.48559,16,98.993,-1
userStrats.s595,#1305,PhoenixSmaug,my.py,TRUE,40,186.187,±0.099,108.895,49.895,0.108,2.98747,5,94.206,0
userStrats.s1514,#1306,Guetzy,nate_the_great.py,TRUE,40,186.181,±0.226,85.462,37.443,38.237,7.031,116,115.795,0
userStrats.s0,#1307,overlisted,overpowered.py,TRUE,40,186.1,±0.100,108.92,49.894,0.108,-0.39238,7,85.743,3
userStrats.s686,#1308,voidcrab,chance10.py,TRUE,40,185.388,±0.120,88.441,25.383,25.318,3.93875,22,125.025,0
userStrats.s1355,#1309,Affenmilchmann,hse.py,TRUE,40,185.231,±0.106,104.148,24.163,22.62,6.92851,96,535.819,1
userStrats.s419,#1310,HoshiJames,titForTatXtra.py,TRUE,40,185.097,±0.417,96,51.653,8.21,1.71455,11,115.997,0
userStrats.s143,#1311,RoundSquare,DefectiveTitforTat.py,TRUE,40,184.911,±0.123,88.451,20.354,21.096,0.30302,11,90.949,3
userStrats.s1474,#1312,Jaguar314,AIngel.py,TRUE,40,183.638,±0.464,97.047,33.37,35.678,7.01318,413,105.242,0
userStrats.s82,#1313,tch1001,tchsubmissioncarykhbot.py,TRUE,40,183.464,±0.319,86.171,26.164,27.993,0.16181,8,87.577,1
userStrats.s183,#1314,Tjthegamerking,exploiter.py,TRUE,40,183.458,±0.117,83.098,24.961,21.287,0.50148,52,89.339,0
userStrats.s1372,#1315,MFDuskink,MassiveFortuneDreamer.py,TRUE,40,183.456,±0.413,85.346,39.774,15.723,6.94031,21,103.237,2
userStrats.s552,#1316,Chimi Changa,MAMAMIA.py,TRUE,40,183.365,±0.236,87.649,28.188,24.286,2.74912,27,123.585,2
userStrats.s1408,#1317,Batman,WEARENUMBERONE.py,TRUE,40,182.403,±0.084,106.458,57.537,0.521,6.97847,9,94.927,0
userStrats.s607,#1318,velaachlorine,detectiveEX.py,TRUE,40,181.348,±0.376,88.246,31.533,23.153,3.16251,24,120.006,2
userStrats.s262,#1319,cakes jay,triplet.py,TRUE,40,181.097,±0.106,88.149,28.83,21.688,0.76249,32,90.969,2
userStrats.s1070,#1320,Ethan Kinnear,rickrollEverybody.py,TRUE,40,181.087,±0.094,105.239,59.41,0.866,6.18171,55,92.87,3
userStrats.s1156,#1321,rockman7perez,Whatshouldinameit.py,TRUE,40,180.904,±0.082,83.621,25.881,21.773,6.48321,22,92.31,3
userStrats.s71,#1322,Driver2900,theMagicNumber.py,TRUE,40,179.588,±0.100,81.566,18.001,14.929,0.14272,27,87.422,0
userStrats.s846,#1323,Jay,this_is_bait.py,TRUE,40,179.025,±0.158,92.486,21.894,12.832,5.24477,32,87.939,1
userStrats.s1016,#1324,eltenedor,restart_estimate_bernoulli.py,TRUE,40,178.275,±0.129,109.554,61.152,21.984,5.99182,25,108.267,1
userStrats.s1208,#1325,r49behind,myStrategy.py,TRUE,40,177.007,±0.107,96.035,30.675,41.79,6.67612,19,96.389,2
userStrats.s1600,#1326,Jeremy E,learning.py,TRUE,40,176.252,±0.276,94.889,34.532,12.483,8.25442,305,4487.405,1
userStrats.s903,#1327,Kaan,germanHackerBoi --Made by Kaan--.py,TRUE,40,175.521,±0.137,92.249,35.696,25.004,5.69058,28,169.429,2
userStrats.s243,#1328,Zhen,z.py,TRUE,40,175.408,±0.109,81.243,21.459,27.837,0.69106,2,108.516,0
userStrats.s213,#1329,404dcd,404dcd-bizarre.py,TRUE,40,175.039,±0.111,112.51,48.909,5.611,0.60823,7,99.013,3
userStrats.s818,#1330,Arrow,urgh.py,TRUE,40,174.728,±0.192,89.685,34.582,10.31,5.03236,17,99.849,1
userStrats.s1073,#1331,Greatbrick,betterdetective.py,TRUE,40,174.38,±0.189,108.062,52.59,44.429,6.18936,74,102.317,2
userStrats.s484,#1332,juanchi,nealCaffrey.py,TRUE,40,173.97,±0.083,88.088,14.971,15.343,2.04279,9,93.826,3
userStrats.s1516,#1333,light,boomer69.py,TRUE,40,173.878,±0.192,102.193,48.004,28.42,7.03625,49,165.921,0
userStrats.s247,#1334,"Worlapim (or Kuba, if you want to be more personal)",poet.py,TRUE,40,173.717,±0.094,103.951,51.145,0.328,0.71435,58,110.275,0
userStrats.s1518,#1335,Cutie,absolutelydestroyingeveryone.py,TRUE,40,173.657,±0.167,103.008,30.082,35.395,7.03793,77,481.618,0
userStrats.s585,#1336,James,aaWikiStratTrials10thresh-023vary20.py,TRUE,40,173.111,±0.129,97.35,25.74,18.769,2.94541,87,88.766,0
userStrats.s24,#1337,Batterie Faible,alternate.py,TRUE,40,173.053,±0.056,88.08,14.735,15.356,0.04318,9,88.681,3
userStrats.s1517,#1338,machonga,test.py,TRUE,40,172.996,±0.059,87.999,14.718,15.35,7.03722,13,98.447,0
userStrats.s407,#1339,Jonas B.,"history[0,0][1,0]2..py",TRUE,40,172.98,±0.071,88.002,14.721,15.351,1.64981,17,99.953,3
userStrats.s1152,#1340,Keszas or IF-dev,idk.py,TRUE,40,172.189,±0.106,98.432,29.797,12.554,6.47719,54,102.754,-1
userStrats.s301,#1341,The_Zombie,SagumeKishin.py,TRUE,40,171.254,±0.075,82.353,15.518,15.714,0.88642,12,105.951,3
userStrats.s916,#1342,mkhoi,srtft.py,TRUE,40,171.216,±0.061,82.426,15.504,15.708,5.74046,14,88.291,2
userStrats.s764,#1343,Nyveon,thueMorse.py,TRUE,40,171.137,±0.099,100.219,50.001,0.151,4.73341,13,97.748,2
userStrats.s84,#1344,Ethan Clark,fairShare.py,TRUE,40,171.062,±0.070,100.204,50,0.152,0.1628,19,101.573,1
userStrats.s947,#1345,Kris,analytical.py,TRUE,40,170.778,±0.309,92.48,11.358,13.945,5.8283,70,344.378,1
userStrats.s645,#1346,Alif,Funny_Strat.py,TRUE,40,170.701,±0.234,98.93,53.088,3.26,3.6797,28,96.123,2
userStrats.s718,#1347,Dawn ScLim,PhasingResearcher.py,TRUE,40,170.457,±0.077,86.509,17.332,21.718,4.19284,19,91.886,2
userStrats.s649,#1348,Tom,kyeakata.py,TRUE,40,169.443,±0.089,86.55,17.09,17.813,3.70043,63,132.398,2
userStrats.s884,#1349,[No online name] (Václav Trpišovský),SYMBIONT.py,TRUE,40,168.095,±0.079,98.801,49.829,0.313,5.57337,91,91.102,0
userStrats.s558,#1350,Ian.Vos (or just Ian),actuary.py,TRUE,40,167.312,±0.105,83.487,23.476,27.845,2.77508,44,93.961,3
userStrats.s748,#1351,DerRKDCB,derrkdcb..py,TRUE,40,167.066,±0.087,84.972,17.155,24.084,4.60569,30,230.129,0
userStrats.s365,#1352,Hades948 (or just Tyler),counterDetective.py,TRUE,40,166.418,±0.078,94.21,7.658,2.089,1.23843,37,87.964,2
userStrats.s1067,#1353,Dheatly,dividingCounter.py,TRUE,40,166.37,±0.093,91.47,15.652,30.553,6.17227,82,94.084,0
userStrats.s106,#1354,Patrick Emery,youCanCallMeAl.py,TRUE,40,166.103,±0.141,128.193,80.479,23.36,0.19081,16,135.924,0
userStrats.s799,#1355,EZK,nonzeroChance.py,TRUE,40,165.68,±0.319,95.23,50.022,3.254,4.91324,3,95.198,2
userStrats.s400,#1356,Please don't do that.,comedyGenius.py,TRUE,40,165.588,±0.332,95.174,49.991,3.263,1.5737,10,103.163,0
userStrats.s217,#1357,Tom,hail_mary. Quinnell.py,TRUE,40,165.57,±0.339,95.309,49.993,3.265,0.61792,7,108.62,2
userStrats.s1121,#1358,Ryan,IHadAPlanButThenFinalsHitAndIDidntHaveTimeToCodeIt.py,TRUE,40,165.501,±0.339,95.227,50.018,3.271,6.38093,14,95.522,3
userStrats.s1068,#1359,Deca,childsplay.py,TRUE,40,165.467,±0.336,95.239,50.003,3.265,6.17616,59,573.637,-1
exampleStrats.randomStrategy,#1360,None,randomStrategy,TRUE,40,165.396,±0.337,95.018,49.971,3.258,0,3,0,-1
userStrats.s136,#1361,PrinceofJ,randomguess.py,TRUE,40,165.383,±0.399,95.274,49.986,3.271,0.28071,8,90.698,3
userStrats.s290,#1362,Will,Mod3.py,TRUE,40,164.918,±0.080,93.973,33.474,0.118,0.85756,17,100.34,3
userStrats.s1554,#1363,mathwiz,customStrategy.py,TRUE,40,164.689,±0.101,106.712,37.47,21.242,7.34905,60,203.574,1
userStrats.s388,#1364,Sergey,bait_and_switch.py,TRUE,40,164.503,±0.059,86.778,9.605,10.425,1.42516,14,91.695,0
userStrats.s1535,#1365,niko,idegaf.py,TRUE,40,164.128,±0.105,93.055,50.014,0.471,7.1461,14,95.642,3
userStrats.s1506,#1366,Josh,geneticAlgorithimThingy.py,TRUE,40,164.06,±0.155,103.543,48.578,17.102,7.02049,11,91.19,0
userStrats.s317,#1367,Oliii,fibonacci.py,TRUE,40,162.691,±0.192,86.348,50.044,7.938,0.93161,25,99.323,2
userStrats.s257,#1368,Montugar,piOddDefect.py,TRUE,40,162.675,±0.061,95.494,53.41,0.549,0.75587,18,146.112,1
userStrats.s94,#1369,sheep,trickyTermite.py,TRUE,40,160.89,±0.299,104.811,43.528,12.58,0.17694,23,120.085,3
userStrats.s904,#1370,Sniper or Creeper,super judgy.py,TRUE,40,158.227,±0.219,86.525,35.49,3.589,5.69059,103,119.397,0
userStrats.s1213,#1371,Dino,worseDetecRand.py,TRUE,40,158.167,±0.121,83.228,23.508,13.65,6.68153,6,99.955,2
userStrats.s1155,#1372,sluisburger,AMOGUS.py,TRUE,40,157.99,±0.089,95.639,47.331,0.371,6.48181,4,93.216,1
userStrats.s1442,#1373,hejsan.bajs111,grumpy_grudger.py,TRUE,40,157.842,±0.130,94.539,12.048,31.053,6.99884,18,92.441,1
userStrats.s1436,#1374,phantomeniasll,129c.py,TRUE,40,156.779,±0.073,108.272,41.607,11.729,6.9959,20,104.335,1
userStrats.s1040,#1375,Athecubebot,biasRandomATCB.py,TRUE,40,156.435,±0.282,91.218,10.681,21.941,6.08697,47,249.29,0
userStrats.s592,#1376,Tom,stratFinder.py,TRUE,40,155.745,±5.371,82.074,11.094,9.572,2.96992,54,100.168,2
userStrats.s1427,#1377,farmingcowr,cayotic_grudger.py,TRUE,40,155.679,±0.340,93.03,6.458,15.517,6.98979,14,96.602,0
userStrats.s342,#1378,Pasemi,expectedvalue.py,TRUE,40,155.674,±0.248,85.061,12.055,10.865,1.06957,39,99.112,3
userStrats.s1350,#1379,Iggymojungle (please don't reveal my email or real name),timebomb.py,TRUE,40,155.601,±0.135,80.863,18.758,2.033,6.92106,30,98.484,3
userStrats.s1548,#1380,Backback12,ConnorsNotSoGoodTitForTat.py,TRUE,40,155.518,±0.219,111.188,63.806,20.731,7.22726,17,91.853,2
userStrats.s685,#1381,Glivs,method3.py,TRUE,40,155.254,±0.199,79.986,22.812,39.916,3.9378,23,112.857,1
userStrats.s734,#1382,Daniel W,Biased Random.py,TRUE,40,154.832,±0.273,84.759,33.319,3.085,4.44017,7,97.09,3
userStrats.s1601,#1383,RedstoneTim,timarkov2.py,TRUE,40,153.737,±0.285,82.78,30.616,7.972,8.41024,49,221.569,3
userStrats.s292,#1384,Ripplesplash,rollingRand.py,TRUE,40,153.688,±0.212,87.433,18.488,11.075,0.86194,31,115.377,3
userStrats.s436,#1385,greamy,Grandom.py,TRUE,40,153.672,±0.175,83.07,29.988,2.998,1.82108,8,86.045,1
userStrats.s48,#1386,Okx,betterDetective.py,TRUE,40,152.32,±0.140,95.484,10.231,26.9,0.08443,27,93.786,1
userStrats.s112,#1387,jh,jhsubmissioncarykhbot.py,TRUE,40,151.917,±0.320,76.509,10.63,15.907,0.1978,8,89.906,1
userStrats.s331,#1388,Enlightened,EnlightenedTitTatv2.py,TRUE,40,151.881,±0.121,117.405,66.339,25.095,1.00602,6,99.55,2
userStrats.s1183,#1389,JumbleTheCircle!,InvertedTFT.py,TRUE,40,151.861,±0.135,117.439,66.343,25.101,6.6134,7,100.904,2
userStrats.s1335,#1390,BarbarousDuke1,tc_strategy.py,TRUE,40,151.827,±0.119,117.438,66.351,25.099,6.90082,5,102.488,1
userStrats.s596,#1391,Primake ['pɹ̠ɑi.meɪk],strat.py,TRUE,40,151.825,±0.136,117.402,66.351,25.092,2.99081,7,88.486,1
userStrats.s9,#1392,BasaranAC,antiTitForTat.py,TRUE,40,151.809,±0.117,117.39,66.354,25.092,0.0125,5,91.451,1
userStrats.s1163,#1393,alex,invert.py,TRUE,40,151.802,±0.121,117.414,66.356,25.095,6.51709,6,94.279,0
userStrats.s89,#1394,Pythia,trustBreaker.py,TRUE,40,151.785,±0.118,117.465,66.362,25.104,0.16838,6,89.691,0
userStrats.s1398,#1395,WebMafia,mirrorStrat.py,TRUE,40,151.763,±0.102,117.408,66.364,25.097,6.97279,8,93.692,3
userStrats.s437,#1396,Benudi,OppositeMan.py,TRUE,40,151.747,±0.138,117.372,66.368,25.09,1.8216,6,93.341,1
userStrats.s1311,#1397,NIKOS,mhdas.py,TRUE,40,151.742,±0.124,117.376,66.369,25.091,6.87366,5,106.652,-1
userStrats.s22,#1398,Scralex,tatForTit.py,TRUE,40,151.74,±0.107,117.389,66.369,25.093,0.04287,5,91.287,3
userStrats.s1545,#1399,Neko,FlipFlop.py,TRUE,40,151.71,±0.099,117.294,66.373,25.076,7.20368,9,99.371,2
userStrats.s526,#1400,Charlie,historian.py,TRUE,40,151.562,±0.110,94.787,8.14,25.643,2.52339,15,207.56,1
userStrats.s1130,#1401,ethan,SelfishTitForTat.py,TRUE,40,151.273,±0.086,89.652,17.26,33.15,6.4011,23,92.058,3
userStrats.s1614,#1402,Egg(Do not say my email I don't like it),Think..py,TRUE,40,151.219,±0.084,94.249,2.95,5.732,9.0263,35,97.549,3
userStrats.s1365,#1403,StandardizedWstermelon,weightedRandom.py,TRUE,40,150.516,±0.292,111.255,64.812,21.595,6.93655,10,109.116,3
userStrats.s1114,#1404,jason.l,smart_defector.py,TRUE,40,150.104,±0.080,91.47,5.501,16.548,6.34522,12,98.659,0
userStrats.s1515,#1405,"AstroTsiga (should be pronounced how Google Translate says ""aastrochiga"")",AstroTsiga.py,TRUE,40,149.979,±0.152,86.947,10.371,18.087,7.03556,35,100.447,0
userStrats.s505,#1406,Zeroph,contrarian.py,TRUE,40,149.961,±0.236,117.162,66.906,25.08,2.24883,12,97.631,3
userStrats.s673,#1407,Stephen Worsley,galaxyBrainedContrarian.py,TRUE,40,148.981,±0.298,81.459,11.489,23.432,3.87985,82,99.838,3
userStrats.s1349,#1408,anonymous,contrarian.py,TRUE,40,148.449,±0.096,117.247,67.399,25.112,6.92032,7,102.687,0
userStrats.s901,#1409,Bajoras,bajoras.py,TRUE,40,145.12,±0.126,91.94,2.221,10.802,5.67824,74,130.894,3
userStrats.s527,#1410,Ayman,Ayman_weigthed_random.py,TRUE,40,145.102,±0.258,86.218,4.366,8.823,2.52867,29,100.622,0
userStrats.s162,#1411,Draco Dinkleberg,RandomRewarder.py,TRUE,40,144.916,±0.101,83.908,15.557,26.119,0.40685,48,150.266,3
userStrats.s1391,#1412,HalfQuark,pow2Random.py,TRUE,40,143.965,±0.270,117.714,68.403,25.089,6.96053,19,257.987,2
userStrats.s386,#1413,Garth,tanner.py,TRUE,40,142.471,±0.163,102.6,43.37,48.743,1.41586,35,98.036,2
userStrats.s324,#1414,Eltech (but you can call me Triss),predictiveMeta.py,TRUE,40,142.347,±0.141,105.108,35.99,31.07,0.9644,456,2428.034,0
userStrats.s1101,#1415,koolsid,genetic_FSM.py,TRUE,40,142.167,±0.078,88.873,2.359,12.772,6.28479,237,202.425,3
userStrats.s395,#1416,ash15khng,guess_opp.py,TRUE,40,141.982,±0.229,88.35,1.181,0.583,1.50182,35,100.756,3
userStrats.s575,#1417,Wolfy21_,winnerwinnerchickendinner.py,TRUE,40,141.699,±0.042,88.882,0.992,0.311,2.86073,34,134.783,1
userStrats.s538,#1418,Skip,Peasant.py,TRUE,40,141.167,±0.071,87.878,0.935,2.701,2.58972,27,108.162,2
userStrats.s532,#1419,Skip,Servant.py,TRUE,40,141.162,±0.066,87.901,0.936,2.735,2.57109,27,110.675,2
userStrats.s796,#1420,Beau,bluesclues.py,TRUE,40,139.438,±0.055,88.309,0.427,0.058,4.90806,28,175.113,1
userStrats.s361,#1421,StarshipTrooper0589,onceScornLove.py,TRUE,40,139.427,±0.037,88.285,0.427,0.058,1.198,10,91.702,3
userStrats.s41,#1422,nine,bubbles-go-pop.py,TRUE,40,136.114,±0.161,86.292,0.157,0.229,0.08227,31,84.656,1
userStrats.s668,#1423,Sam Jackson or Sam from Cadott,lukedavidbell.py,TRUE,40,135.289,±0.145,85.452,0.1,0.195,3.84247,27,101.986,3
exampleStrats.alwaysDefect,#1424,None,alwaysDefect,TRUE,40,134.029,±0.047,84.708,0,0,0,2,0,-1
userStrats.s1277,#1425,MrExquisite,veryNicePrisoner.py,TRUE,40,134.026,±0.045,84.753,0,0,6.82094,5,98.632,2
userStrats.s25,#1426,POLAND_CAN_INTO_SPACE,superCleverDetective.py,TRUE,40,134.006,±0.040,84.664,0,0,0.0466,2,85.175,0
userStrats.s195,#1427,CONOR,mostStable.py,TRUE,40,134.002,±0.055,84.686,0,0,0.53696,6,88.605,1
userStrats.s959,#1428,SpirantSum2,reallyBadStrat.py,TRUE,40,133.992,±0.046,84.685,0,0,5.86119,5,95.044,0
userStrats.s463,#1429,Quix,carychal.py,TRUE,40,133.956,±0.044,84.644,0,0,1.93345,6,87.537,3
userStrats.s545,#1430,simonator,jollyTrigger.py,TRUE,40,130.158,±0.090,83.505,4.856,20.377,2.65919,13,96.422,3
userStrats.s1125,#1431,Kelly Tan,SelfishTitForTat.py,TRUE,40,129.328,±0.065,67.241,2.454,13.679,6.38993,23,93.706,-1
userStrats.s843,#1432,Garry,trying2comelast.py,TRUE,40,129.215,±0.159,74.662,21.783,40.364,5.20969,5,96.575,0
userStrats.s1052,#1433,2x2 Piano,AntiDetective.py,TRUE,40,119.549,±0.102,89.498,22.07,38.989,6.11546,17,92.086,2
userStrats.s4,#1434,"Bottersnike  --  Yes, this is my second submission. If only one is allowed per user, please use my other one (it's very slightly worse, but more consistent)",hmm.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,-0.30451,34,175.737,2
userStrats.s6,#1435,Cop Oswald,6D97C39E-B142-446F-8D7E-48AB2852F3B7.jpeg,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.00988,0,3600000,-1
userStrats.s7,#1436,Roman Bear,7B694416-F054-4DD5-B562-17E2FDC40214.png,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.00991,0,3600000,-1
userStrats.s10,#1437,Four from bfb,Whats The oldest Contry in the world.py.py - Canon ÄžÅŸw.docx,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.01505,0,3600000,-1
userStrats.s11,#1438,SubscribeToMegaMath,win.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.0162,4,3600000,1
userStrats.s12,#1439,Gavgoesboom,2020-08-28 06-22-30.mkv,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.01625,0,3600000,-1
userStrats.s13,#1440,someoneyouknow123,cary coding tournament.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.01751,3,3600000,2
userStrats.s15,#1441,just call me caleb i dont care,2021_05_19_0u0_Kleki.png,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.02216,0,3600000,1
userStrats.s17,#1442,On_Beyond_HKevin139,Outdia.png,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.03714,0,3600000,3
userStrats.s18,#1443,IHCPC,E0FE24AC-0211-42AA-9D8F-C1366C7C9123.png,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.03749,0,3600000,-1
userStrats.s19,#1444,"i couldn't replace my broken py file, just delete this response plz",takeadvantageifican.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.03775,11,3600000,-1
userStrats.s20,#1445,DuckyDude,TFT3.txt,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.03956,7,3600000,0
userStrats.s21,#1446,Soaps and Shirts,Sorry.jpg,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.04248,0,3600000,1
userStrats.s23,#1447,Tulin Legal,Tpotnewcontestants4im.png,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.04317,0,3600000,-1
userStrats.s27,#1448,Charlie,Passive_Agressive_Tit4Tat.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.05069,23,3600000,1
userStrats.s35,#1449,E-Bruh,caryhksus.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.06911,2,3600000,2
userStrats.s54,#1450,Azurade,everyfourth.py,FALSE ( array out of bounds (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,0.1012,15,89.639,1
userStrats.s58,#1451,Harrison,investigator.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,0.11083,144,305.542,2
userStrats.s59,#1452,Shenanigans,fortuneTeller.py,"FALSE ( called ""random.seed()"" (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,0.11241,93,200.553,3
userStrats.s64,#1453,Tess,learner.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.1228,34,3600000,2
userStrats.s77,#1454,NINJAQKk,AmongUsStrategy.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.15547,18,3600000,1
userStrats.s83,#1455,Red Savior Animations,Screenshot 2021-05-19 9.22.52 PM.22.52 PM - Red Savior Animations.png,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.16204,0,3600000,3
userStrats.s85,#1456,Mrpixelz,D.mp4,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.16447,0,3600000,1
userStrats.s87,#1457,Groxar,NeaterTatForTit.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.16618,8,3600000,2
userStrats.s97,#1458,Chiff,probablyDoesntWork.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.18138,11,3600000,1
userStrats.s123,#1459,Shakkar23,rand.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.23078,13,3600000,2
userStrats.s125,#1460,A Person,Good Strategy.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.23138,6,3600000,0
userStrats.s145,#1461,Dragonsflame (or Ross if you want a real one),prisoner.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.30729,42,3600000,1
userStrats.s154,#1462,Esven,titForTatButLucky.py,"FALSE ( called ""random.seed()"" (placed 5th with this trickery) (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,0.37215,22,121.213,3
userStrats.s157,#1463,Disregard This Submission -- changing file,advancedDetectiveDex.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,0.39591,71,106.485,-1
userStrats.s166,#1464,Travis,StupidCleverDetective.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.42472,2,3600000,-1
userStrats.s188,#1465,frodododo,historian.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.5088,13,3600000,2
userStrats.s191,#1466,Xissel,analysTrust.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.51741,16,3600000,3
userStrats.s206,#1467,prof_mori,prof_mori_average.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.58983,32,3600000,0
userStrats.s207,#1468,TheoDlmz,elephant.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,0.59069,185,488.61,1
userStrats.s211,#1469,enikon,delayed.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.60334,86,26049.708,1
userStrats.s215,#1470,MoistPyro,wisePrisoner.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.61226,21,3600000,0
userStrats.s216,#1471,04tmoody,ben.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.61375,26,3600000,3
userStrats.s222,#1472,Zyonji,ForgetfulTitForTat.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.62433,18,3600000,1
userStrats.s242,#1473,Vextrove,Strategy.txt.txt - Vextrove.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.68552,5,3600000,2
userStrats.s245,#1474,Connor,clumsySimpleton.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.70388,23,3600000,0
userStrats.s250,#1475,Ocean,seedsOfHistory.py,"FALSE ( called ""random.seed()"" (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,0.72329,10,179.775,0
userStrats.s253,#1476,PattuX,generalDetective.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,0.73624,79,286.465,3
userStrats.s259,#1477,Octochoron,angeringTitForTat.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.75964,16,3600000,3
userStrats.s261,#1478,Jack,beNice.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.76213,21,3600000,2
userStrats.s268,#1479,jucomx (just say joe i have a name that's hard to pronounce in englisch),averagecopy.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.7769,22,3600000,1
userStrats.s275,#1480,imanoob128,prisonersdilema.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.81124,2,3600000,0
userStrats.s277,#1481,zoboso,cracker.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.81419,28,3600000,1
userStrats.s281,#1482,Dan,DBapproach.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,0.83707,33,3600000,3
userStrats.s283,#1483,John,trojan.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,0.84542,13,102.407,1
userStrats.s288,#1484,Pawel,magicSeedNumber.py,"FALSE ( called ""random.seed()"" (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,0.85544,13,118.166,2
userStrats.s306,#1485,Stinky,submission.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,0.9017,16,97.121,1
userStrats.s319,#1486,Mark James,zzz-psychic.py,"FALSE ( Tampering with random (not technically a crash) AND called ""_getframe"" (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,0.95109,22,100.451,1
userStrats.s341,#1487,michael_DN,michael-n0813.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,1.06318,47,160.769,3
